"R0000100","R0536300","R0536401","R1210700","U4329700","U4330000","U4336100","U4336200","U4336300","U4337600","U4337700","U4337800","U4337900","U4338800","U4338900","U4339000","U4339100"
286,2,9,99,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
287,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
288,2,10,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
289,2,10,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
290,2,1,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
291,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
292,2,9,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
293,2,11,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
294,1,5,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
295,2,9,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
296,2,12,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
297,1,7,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
298,2,6,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
299,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
300,2,5,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
301,2,12,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
302,2,3,82,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
303,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
304,1,2,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
305,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
306,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
307,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
308,1,4,53,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
309,2,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
310,2,6,82,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
311,1,3,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
312,2,7,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
313,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
314,1,10,100,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
315,2,1,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
316,1,4,91,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
317,2,8,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
318,1,2,37,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
319,2,3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
320,2,7,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
321,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
322,2,6,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
323,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
324,1,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
325,1,9,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
326,2,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,2,1,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
328,1,3,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,1,2,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
330,1,6,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
331,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
332,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
333,2,8,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
334,2,1,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
335,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
336,1,2,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
337,1,7,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
338,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
339,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
340,1,12,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
341,1,12,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
342,1,3,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
343,1,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
344,1,3,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
345,1,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
346,1,5,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
347,1,9,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
348,1,8,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
349,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
350,1,2,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
351,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
352,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
353,2,9,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
354,2,7,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
355,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
356,2,10,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
357,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
358,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
359,2,1,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
360,1,9,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
361,1,8,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
362,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
363,2,11,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
364,2,7,39,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
365,2,2,53,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
366,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
367,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
368,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
369,1,7,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
370,1,6,70,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
371,2,12,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
372,1,6,37,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
373,2,8,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
374,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
375,1,7,95,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
376,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
377,2,12,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
378,1,2,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
379,2,11,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
380,1,2,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
381,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
382,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
383,2,2,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
384,1,11,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
385,1,12,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
386,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
387,2,1,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
388,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
389,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
390,2,3,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
391,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
392,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
393,1,9,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
394,1,10,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
395,1,8,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
396,1,9,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
397,1,4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
398,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
399,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
400,2,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
401,1,6,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
402,2,7,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
403,2,2,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
404,1,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
405,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
406,2,6,92,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
407,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
408,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
409,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
410,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
411,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
412,1,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
413,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
414,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
415,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
416,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
417,2,5,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
418,1,5,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
419,1,2,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
420,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
421,1,8,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
422,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
423,2,1,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
424,2,6,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
425,2,8,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
426,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
427,1,11,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
428,2,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
429,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
430,1,3,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
431,2,10,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
432,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
433,2,9,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
434,1,4,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
435,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
436,2,2,32,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
437,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
438,1,3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
439,2,5,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
440,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
441,1,1,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
442,2,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
443,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
444,2,2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
446,1,2,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
447,2,9,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
448,2,9,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
449,2,9,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
450,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
451,1,9,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
452,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
453,2,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
454,1,8,79,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
455,1,8,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
456,1,11,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
457,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
458,1,6,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
459,2,6,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
460,2,12,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
461,2,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
462,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
463,1,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
464,2,11,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
465,2,10,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
466,1,12,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
467,2,9,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
468,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
469,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
470,2,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
471,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
472,2,1,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
473,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
474,2,7,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
475,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
476,1,7,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
477,2,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
478,2,1,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
479,2,8,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
480,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
481,1,5,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
482,1,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
483,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
484,2,8,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
485,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
486,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
487,1,3,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
488,2,1,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
489,2,11,75,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
490,1,11,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
491,1,9,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
492,2,10,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
493,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
494,2,3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
495,1,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
496,1,7,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
497,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
498,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
499,2,8,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
500,1,3,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
501,1,9,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
502,1,9,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
503,1,12,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
504,2,7,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
505,1,8,47,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
506,1,9,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
507,2,8,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
508,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
509,2,8,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
510,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
511,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
512,2,3,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
513,1,5,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
514,2,2,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
515,2,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
516,1,3,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
517,1,9,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
518,2,11,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
519,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
520,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
521,1,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
522,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
523,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
524,1,8,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
525,1,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
526,1,11,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
527,1,12,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
528,2,9,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
529,2,4,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
530,2,9,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
531,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
532,2,1,68,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
533,2,1,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
534,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
535,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
536,1,12,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
537,1,2,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
538,2,8,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
539,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
540,2,2,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
541,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
542,2,2,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
543,1,10,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
544,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
545,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
546,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
547,1,1,99,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
548,2,11,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
549,1,12,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
550,1,2,98,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
551,1,12,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
552,1,11,77,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
553,1,9,42,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
554,1,8,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
555,1,3,97,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
556,2,7,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
557,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
558,1,2,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
559,2,3,94,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
560,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
561,1,3,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
562,2,1,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
563,1,3,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
564,1,8,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
565,1,4,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
566,2,7,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
567,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
568,1,10,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
569,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
570,2,7,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
571,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
572,1,10,75,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
573,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
574,2,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
575,1,12,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
576,1,11,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
577,1,4,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
578,1,12,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
