"E8033100","R0000100","R0536300","R0536401","R0536402","R1210700","R1235800","R1482600","R9829600","U4282400"
5,588,1,4,1983,4,1,4,7209,-5
10,589,1,4,1983,7,1,4,9350,-4
0,590,1,9,1983,95,1,4,93526,-4
0,591,2,12,1982,73,1,2,71510,-4
0,592,2,10,1984,5,1,2,32409,-4
1,593,2,5,1981,-4,1,2,77417,-4
2,594,2,2,1980,-4,1,1,0,-4
5,595,2,9,1981,25,1,1,-4,-4
0,596,2,2,1981,-4,1,4,56992,-5
0,597,2,12,1982,37,1,4,62773,-4
0,598,1,4,1981,-4,1,2,30224,-4
0,599,2,9,1981,19,1,2,25566,-4
0,600,1,9,1984,1,1,2,14295,-4
0,601,2,5,1980,-4,1,2,-5,-4
0,602,2,1,1982,5,1,2,-5,-4
0,603,1,5,1984,18,1,2,5825,-4
0,604,2,3,1981,-4,1,2,26620,-4
0,605,2,2,1983,30,1,2,25410,-4
7,606,1,5,1980,-4,1,4,70761,-5
11,607,2,5,1982,63,1,4,40530,-4
0,608,1,3,1983,53,1,4,81071,-4
0,609,2,3,1982,82,1,4,50530,-4
8,610,2,10,1981,58,1,4,45169,-4
4,611,1,6,1984,88,1,4,66249,-4
0,612,1,2,1984,97,1,4,95262,-4
0,613,1,11,1983,88,1,4,82822,-4
0,614,2,4,1980,-4,1,2,-4,-5
0,615,2,1,1982,23,1,2,86031,-5
0,616,1,4,1984,97,1,2,90977,-5
0,617,2,11,1983,25,1,2,-4,-4
1,618,1,12,1981,37,1,2,59993,-4
0,619,1,5,1983,23,1,2,16662,-4
1,620,1,1,1980,-3,1,2,-5,-5
0,621,1,6,1980,-4,1,2,-5,-4
0,622,2,4,1981,-4,1,2,-4,-5
0,623,1,5,1982,5,1,2,-4,-4
0,624,2,8,1980,-4,1,2,32603,-4
4,625,1,10,1982,1,1,2,-4,-4
0,626,2,9,1982,0,1,2,-4,-4
0,627,1,12,1982,-3,1,4,98373,-4
0,628,1,5,1982,79,1,4,51088,-4
0,629,2,10,1984,47,1,4,23769,-4
0,630,1,4,1981,-4,1,4,63361,-4
0,631,1,3,1981,-4,1,4,73932,-5
0,632,2,8,1983,95,1,4,93903,-4
0,633,2,8,1983,95,1,4,92188,-4
0,634,2,10,1980,-4,1,4,40896,-4
0,635,2,6,1981,-4,1,4,64248,-4
0,636,1,12,1982,-3,1,4,-4,-4
0,637,2,11,1981,16,1,2,-4,-4
0,638,1,1,1984,-3,1,4,97225,-4
0,639,2,1,1981,-4,1,4,-4,-4
3,640,1,7,1982,75,1,4,54911,-4
0,641,2,9,1980,-4,1,4,-5,-4
0,642,1,6,1980,-4,1,4,72046,-4
0,643,1,3,1982,70,1,4,70220,-4
1,644,1,9,1981,1,1,4,-5,-5
0,645,1,1,1983,2,1,4,-5,-5
0,646,1,10,1980,-4,1,1,-5,-5
0,647,1,7,1984,4,1,4,29055,-4
0,648,1,1,1981,-4,1,4,21187,-4
2,649,1,6,1982,86,1,4,49154,-4
0,650,2,5,1984,23,1,4,23206,-4
0,651,2,9,1982,2,1,4,-4,-4
0,652,2,12,1983,16,1,4,-4,-4
0,653,1,12,1983,90,1,4,91568,-4
0,654,2,2,1980,-4,1,4,80727,-5
2,655,2,1,1981,-4,1,4,26792,-5
0,656,1,11,1982,50,1,2,-4,-5
0,657,1,3,1981,-4,1,2,-4,-5
0,658,2,10,1984,45,1,2,-4,-4
1,659,1,8,1980,-4,1,2,87047,-4
3,660,2,7,1982,79,1,2,64918,-4
3,661,1,11,1982,14,1,2,14590,-4
39,662,1,8,1980,-4,1,2,4067,-4
1,663,1,11,1982,23,1,2,-4,-4
4,664,1,6,1983,53,1,1,44940,-4
0,665,1,2,1981,-4,1,2,-5,-5
0,666,2,6,1981,-4,1,4,78135,-4
0,667,2,11,1982,42,1,4,60034,-4
0,668,2,3,1984,95,1,4,70811,-4
0,669,1,2,1983,84,1,1,68257,-4
0,670,1,2,1980,-4,1,2,-4,-5
3,671,1,12,1982,70,1,2,-4,-5
0,672,2,1,1980,-4,1,1,22863,-4
0,673,1,11,1982,68,1,1,75099,-4
0,674,2,8,1983,3,1,1,-4,-4
3,675,2,1,1981,23,1,1,8920,-4
0,676,2,9,1984,34,1,1,27664,-4
0,677,2,1,1983,4,1,1,3676,-4
2,678,1,8,1984,77,1,1,-4,-5
1,679,2,6,1982,18,1,1,-4,-4
5,680,1,3,1980,-4,1,1,41546,3
5,681,2,3,1984,81,1,1,51582,-4
0,682,2,9,1980,-4,1,1,22217,-4
0,683,1,11,1983,42,1,1,13143,-4
0,684,2,9,1984,9,1,1,16523,-4
1,685,1,1,1983,1,1,1,16841,-5
3,686,2,11,1982,50,1,4,25933,-4
0,687,1,1,1983,34,1,4,49836,-4
1,688,1,11,1982,13,1,2,13401,-4
0,689,2,8,1983,21,1,2,24066,-4
1,690,1,7,1980,-4,1,2,-5,-5
1,691,1,6,1982,18,1,2,-4,-4
0,692,1,9,1983,1,1,2,-5,-4
0,693,2,11,1984,53,1,4,-4,-4
0,694,1,10,1980,-4,1,2,60768,-4
0,695,1,4,1980,-4,1,2,-4,-5
0,696,1,9,1982,25,1,2,-4,-5
4,697,1,8,1984,1,1,2,-4,-5
0,698,2,5,1980,-4,1,1,60347,-4
0,699,1,6,1984,25,1,1,-4,-4
0,700,2,9,1980,-4,1,1,2379,-4
14,701,1,7,1982,37,1,1,0,2
0,702,1,3,1982,53,1,1,-4,-4
9,703,2,11,1980,-4,1,1,-4,-4
1,704,2,12,1981,50,1,4,-4,-5
0,705,2,8,1980,-4,1,4,25736,-4
1,706,1,5,1982,37,1,4,44322,-4
0,707,2,5,1982,53,1,4,38621,-4
0,708,2,4,1980,-4,1,1,36810,-5
1,709,2,10,1981,66,1,2,35216,-4
0,710,2,1,1982,-3,1,1,47867,-5
1,711,1,8,1984,77,1,1,70421,-5
0,712,1,8,1982,25,1,1,18049,-4
1,713,2,7,1983,0,1,1,282,-4
0,714,1,8,1984,34,1,1,-4,-4
0,715,2,8,1984,25,1,1,60494,-4
2,716,1,5,1982,42,1,2,23380,-4
0,717,1,11,1980,-4,1,1,4166,-4
0,718,1,10,1982,84,1,1,-4,-4
0,719,1,11,1981,-4,1,1,73176,-4
0,720,1,2,1980,-4,1,4,82427,-4
0,721,2,10,1981,-4,1,2,85980,-4
0,722,1,7,1983,87,1,4,96662,-4
1,723,1,5,1983,42,1,2,47503,-4
0,724,1,7,1982,95,1,4,99678,-5
0,725,2,9,1980,-4,1,1,91393,-4
0,726,1,8,1982,87,1,1,99018,-4
0,727,2,2,1984,97,1,1,97811,-4
0,728,2,5,1983,0,1,1,15042,-4
0,729,1,3,1980,-4,1,1,69945,-4
1,730,2,12,1983,-3,1,4,-4,-4
0,731,1,7,1981,-4,1,4,96022,-4
0,732,2,7,1984,50,1,4,73821,-4
0,733,2,8,1981,-4,1,4,95304,-5
0,734,2,12,1983,98,1,4,92465,-4
0,735,2,11,1980,-4,1,4,100000,-4
0,736,2,4,1984,-3,1,4,88772,-5
0,737,1,7,1982,82,1,4,74667,-5
0,738,1,1,1981,-4,1,4,91394,-4
0,739,2,4,1982,92,1,4,97859,-4
0,740,2,12,1984,97,1,4,99182,-4
1,741,2,4,1982,-3,1,4,79802,-4
0,742,2,1,1982,81,1,4,92299,-4
0,743,1,11,1982,96,1,4,87047,-4
0,744,1,11,1982,87,1,4,73800,-5
0,745,1,10,1980,-4,1,4,97502,-4
0,746,1,1,1982,81,1,4,97067,-4
1,747,1,1,1981,-4,1,4,-4,-5
0,748,2,8,1983,23,1,1,58438,5
0,749,2,4,1983,4,1,1,19553,-4
1,750,1,10,1982,12,1,1,2359,-5
0,751,2,11,1984,10,1,1,9674,2
2,752,1,3,1983,16,1,1,5544,-4
2,753,1,12,1982,-3,1,1,-4,-4
0,754,1,11,1980,-4,1,2,64200,-4
0,755,2,4,1982,79,1,4,41835,-4
0,756,2,10,1984,75,1,4,48786,-5
0,757,2,11,1980,-4,1,4,75948,-4
0,758,1,3,1982,93,1,4,98909,-5
0,759,1,5,1983,93,1,4,54970,-5
0,760,2,7,1982,45,1,4,-4,-5
2,761,1,12,1982,27,1,4,28994,-5
0,762,2,12,1980,-4,1,2,-4,-5
0,763,1,1,1980,-4,1,4,96315,-4
4,764,1,11,1981,10,1,1,22302,-4
0,765,1,9,1983,70,1,2,56176,-4
0,766,1,5,1984,86,1,4,55457,-5
0,767,2,5,1981,-4,1,4,70562,-4
1,768,1,8,1984,6,1,1,26572,-5
0,769,2,6,1980,12,1,4,62924,-4
0,770,2,7,1984,86,1,4,61888,-4
0,772,2,6,1984,98,1,4,100000,-4
0,773,1,3,1982,61,1,4,22334,-5
0,774,2,12,1981,81,1,2,53585,-5
0,775,1,4,1980,-4,1,4,-5,-4
0,776,1,12,1984,81,1,4,-5,-4
0,777,2,8,1983,68,1,2,-4,-5
0,778,2,6,1983,-3,1,4,99632,-4
9,779,1,1,1980,-4,1,1,-5,-4
0,780,1,6,1984,16,1,1,-4,-5
0,781,1,12,1980,-4,1,4,-4,-5
1,782,2,7,1982,-4,1,4,-4,-4
3,783,1,5,1984,-3,1,4,-4,-4
2,784,1,5,1981,-4,1,4,-4,-5
0,785,1,12,1984,-3,1,4,73141,-4
0,786,1,11,1980,-4,1,4,-5,-5
0,787,1,8,1982,90,1,4,-5,-5
0,788,1,2,1982,87,1,4,95668,-5
5,789,1,8,1980,-4,1,4,36814,-4
14,790,1,2,1983,84,1,4,-4,-4
0,791,2,5,1982,25,1,4,64858,-4
3,792,1,8,1981,-4,1,4,-4,-5
1,793,1,10,1983,86,1,4,-4,-4
3,794,1,10,1982,88,1,4,93038,-4
0,795,2,11,1981,79,1,4,70117,-5
0,796,2,5,1983,93,1,4,82304,-4
0,797,2,6,1981,-4,1,4,91505,-4
0,798,1,10,1983,95,1,4,92824,-4
0,799,1,4,1981,-4,1,4,-4,-4
0,800,1,5,1982,90,1,4,73102,-4
0,801,2,3,1984,14,1,4,19617,-4
0,802,2,11,1983,90,1,2,-4,-4
11,803,1,9,1980,-4,1,4,-5,-5
0,804,1,11,1981,73,1,2,-4,-5
0,805,1,10,1980,-4,1,4,47276,-4
1,806,1,10,1983,-3,1,4,20920,-4
6,807,2,10,1982,18,1,2,36578,-4
2,808,1,9,1983,79,1,2,51988,-4
0,809,2,4,1980,-4,1,4,53477,-5
0,810,1,4,1981,-4,1,4,33429,-5
0,811,2,7,1981,-4,1,4,-4,-5
0,812,2,3,1983,0,1,1,8143,3
0,813,2,2,1980,-4,1,1,42380,-5
0,814,2,9,1984,23,1,1,64764,-4
0,815,2,2,1981,-4,1,1,12534,4
0,816,2,10,1982,1,1,1,2227,3
3,817,1,11,1983,39,1,1,10130,-5
0,818,2,5,1981,-4,1,1,-4,-4
0,819,1,1,1980,-4,1,1,60860,-1
1,820,1,8,1984,47,1,1,42475,-4
0,821,2,1,1980,-4,1,1,35740,-5
0,822,2,1,1980,-4,1,1,-4,-4
2,823,1,12,1984,42,1,1,-4,-4
0,824,2,5,1980,-4,1,2,22080,-4
0,825,2,7,1982,18,1,2,21940,-4
0,826,1,12,1981,32,1,2,-5,-4
1,827,1,3,1983,92,1,4,84822,-5
0,828,2,3,1983,82,1,4,48674,-4
0,829,2,7,1984,16,1,4,-5,-5
0,830,1,2,1982,5,1,4,-4,-4
0,831,1,11,1984,77,1,4,76002,-4
1,832,2,8,1983,81,1,4,83735,-5
0,833,2,4,1983,92,1,4,88213,-4
0,834,1,4,1984,87,1,4,-4,-4
2,835,2,9,1982,5,1,4,41643,-4
0,836,1,11,1980,-4,1,4,-4,-4
0,837,1,5,1980,-4,1,4,13250,-4
1,838,2,10,1981,14,1,4,28146,-5
0,839,2,4,1980,-4,1,4,93117,-4
0,840,2,2,1984,91,1,4,77320,-4
0,841,2,4,1982,77,1,4,92924,-4
0,842,1,1,1983,4,1,4,66939,-4
1,843,1,4,1980,-4,1,4,79719,-4
0,844,2,5,1983,50,1,4,31267,-4
0,845,1,6,1980,-4,1,4,66257,-5
0,846,2,12,1980,-4,1,2,45919,-4
7,847,1,9,1982,16,1,1,60225,-4
1,848,2,4,1984,42,1,1,30799,-4
0,849,2,4,1980,-4,1,1,2167,2
0,850,2,4,1981,-4,1,1,65686,-4
0,851,2,1,1983,32,1,4,65618,-4
9,852,1,7,1983,45,1,4,25539,-4
1,853,2,2,1984,5,1,4,23167,-4
0,854,2,2,1984,39,1,4,-4,-5
0,855,2,7,1981,-4,1,4,81882,-4
6,856,1,2,1980,-4,1,4,35054,-4
0,857,2,12,1980,-4,1,4,76355,-4
0,858,2,5,1983,13,1,4,17212,-4
0,859,1,6,1982,1,1,4,13132,3
0,860,1,1,1982,-4,1,3,87904,-4
0,861,1,8,1984,87,1,3,64221,-4
2,862,2,1,1981,-4,1,4,7766,-4
3,863,2,11,1984,30,1,4,32722,-4
5,864,2,3,1982,5,1,4,-4,-4
0,865,1,5,1984,95,1,4,92938,-4
0,866,1,6,1982,1,1,4,-4,-4
8,867,1,10,1983,13,1,4,-4,-5
0,868,2,11,1983,66,1,1,22802,-4
0,869,2,2,1984,23,1,4,24827,-5
3,870,1,6,1984,75,1,1,14973,-4
15,871,2,11,1982,19,1,1,14279,-4
7,872,1,2,1982,79,1,2,72985,-5
0,873,2,1,1984,66,1,2,65003,-4
0,874,1,4,1984,1,1,2,2943,-4
0,875,2,9,1982,23,1,4,45442,-4
0,876,2,12,1984,39,1,4,40111,-4
3,877,1,7,1980,-4,1,1,-5,-5
0,878,2,1,1984,66,1,4,49844,-4
0,879,2,7,1981,70,1,4,22579,-4
0,880,2,12,1980,14,1,2,25857,-5
1,881,2,1,1982,-4,1,1,45363,-4
31,882,1,12,1983,30,1,2,-4,-4
1,883,2,9,1983,32,1,2,54870,-4
6,884,1,11,1981,77,1,4,50894,-4
0,885,1,12,1983,18,1,4,37811,-4
0,886,1,5,1982,81,1,4,59157,-5
0,887,2,9,1983,25,1,4,31578,-5
0,888,2,2,1981,-4,1,3,42359,-4
0,889,1,4,1984,13,1,4,-4,-5
3,890,1,12,1980,-4,1,1,24015,-4
1,891,1,4,1982,2,1,1,17079,-5
0,892,2,7,1983,5,1,1,15783,-4
0,893,1,9,1980,-4,1,2,55322,-4
0,894,1,5,1982,37,1,2,35079,-4
0,895,1,12,1984,68,1,2,24099,-4
0,896,2,8,1983,-3,1,4,-4,-5
0,897,2,8,1984,87,1,4,70718,-4
2,898,1,10,1983,82,1,4,75173,-4
0,899,2,3,1980,-4,1,4,41909,-4
0,900,1,5,1982,68,1,4,46715,-5
2,901,2,3,1984,82,1,4,60434,-4
0,902,2,11,1981,-4,1,4,13394,-5
0,903,1,9,1981,-4,1,2,19864,-4
8,904,2,8,1983,66,1,2,26078,-4
2,905,2,9,1983,18,1,2,46474,-4
6,906,2,4,1984,14,1,4,11754,-4
0,907,2,1,1982,-3,1,2,-4,-4
0,908,2,12,1982,61,1,4,7227,-4
1,909,1,11,1983,1,1,4,3800,-4
0,910,2,4,1981,-4,1,4,22554,-5
0,911,1,6,1983,87,1,2,55786,-5
0,912,2,5,1981,-4,1,1,47830,-4
0,913,2,11,1982,10,1,4,24294,-4
0,914,1,4,1984,81,1,4,34987,-5
0,915,2,10,1980,-4,1,4,71805,-4
0,916,2,3,1983,66,1,4,70288,-4
0,917,1,11,1984,55,1,4,-4,-4
0,918,1,7,1981,-4,1,4,89502,-4
0,919,2,1,1984,87,1,4,63707,-4
0,920,2,11,1981,88,1,4,-5,-4
0,921,1,11,1983,23,1,2,-4,-4
0,922,2,6,1982,68,1,2,71471,-4
0,923,2,9,1981,14,1,3,25009,-4
0,924,2,5,1982,30,1,1,51695,-4
0,925,2,3,1982,55,1,2,-4,-5
0,926,1,4,1983,27,1,2,-4,-4
0,927,1,10,1981,-4,1,2,-4,-4
0,928,2,1,1983,97,1,2,-4,-5
0,929,1,2,1983,96,1,4,96075,7
0,930,2,11,1983,34,1,2,30012,-4
0,931,2,2,1984,94,1,1,91934,-4
0,932,2,11,1984,95,1,4,-4,-4
0,933,2,7,1981,-4,1,4,88446,-4
1,934,2,8,1984,97,1,4,93017,-5
0,935,2,2,1983,61,1,2,88303,-4
0,936,1,7,1984,14,1,4,46239,-4
0,937,1,4,1982,0,1,2,83343,-5
1,938,1,7,1984,77,1,2,28754,-5
0,939,2,10,1980,-4,1,4,41292,-5
0,940,1,8,1982,96,1,4,97754,-4
0,941,2,1,1980,-4,1,4,71111,-5
0,942,1,7,1982,86,1,4,84902,-5
1,943,1,10,1984,91,1,4,76746,-4
0,944,2,12,1981,-4,1,4,84141,-5
0,945,2,10,1980,-4,1,4,95490,-4
0,946,1,10,1981,-4,1,4,81017,-4
0,947,2,11,1981,-4,1,2,88910,-5
0,948,2,5,1984,14,1,2,46225,-5
0,949,2,7,1980,-4,1,4,31876,-5
0,950,2,11,1984,82,1,4,74565,-5
0,951,2,8,1981,-4,1,4,66579,-4
1,952,2,11,1984,-3,1,4,92727,-5
0,953,1,10,1984,70,1,4,53442,-5
0,954,2,1,1981,-4,1,4,38872,-5
0,955,2,3,1984,87,1,4,68613,-4
0,956,1,3,1983,88,1,4,83262,-5
1,957,1,10,1984,98,1,4,96600,-4
1,958,1,6,1980,-4,1,4,47090,-5
0,959,1,9,1983,9,1,4,14042,-5
0,960,1,2,1980,-4,1,4,37490,-5
0,961,2,5,1984,70,1,4,65859,-4
0,962,1,1,1980,-4,1,4,72445,-4
0,963,1,10,1984,99,1,4,97287,-4
0,964,2,10,1982,96,1,2,98004,-4
0,965,2,3,1984,50,1,2,41795,-5
0,966,2,11,1984,27,1,4,-4,-4
0,967,2,5,1982,95,1,3,92553,-4
0,968,1,6,1981,-4,1,4,-4,-1
0,969,2,9,1984,75,1,4,-4,-4
1,970,1,2,1983,88,1,4,49509,-4
0,971,2,1,1983,25,1,4,57779,-5
1,972,1,5,1982,95,1,4,81082,-4
0,973,1,4,1984,92,1,2,94066,-1
3,974,1,11,1982,95,1,4,99147,-4
1,975,1,11,1980,-4,1,4,43312,-4
0,976,1,11,1981,-4,1,4,45486,-4
1,977,1,6,1982,66,1,4,37900,-5
0,978,1,8,1980,-4,1,4,98692,-4
0,979,2,7,1982,92,1,4,98758,-4
1,980,1,10,1982,86,1,4,85075,-4
5,981,1,3,1981,3,1,4,8362,-4
0,982,1,1,1982,90,1,4,93084,-4
1,983,2,10,1984,66,1,2,88750,-4
0,984,2,7,1981,-4,1,2,36803,-4
9,985,2,11,1981,13,1,2,345,-5
0,986,2,8,1980,-4,1,4,87455,-4
2,987,1,1,1983,87,1,2,78318,-4
0,988,2,5,1983,92,1,4,97316,-4
0,989,2,6,1983,21,1,4,62978,3
8,990,1,10,1981,75,1,4,56688,-4
2,991,1,1,1980,-4,1,4,-4,-5
2,992,2,2,1983,68,1,4,-4,-4
0,993,2,12,1981,18,1,4,-4,-4
0,994,1,4,1983,68,1,4,80797,-4
0,995,2,5,1980,-4,1,2,51778,-4
0,996,2,7,1981,-4,1,4,36039,-4
0,997,1,6,1980,-4,1,4,58719,-5
2,998,1,12,1982,16,1,1,39787,-5
7,999,1,12,1982,37,1,4,54835,-4
0,1000,1,4,1981,-4,1,4,17420,-4
15,1001,1,6,1982,13,1,1,29268,-5
2,1002,1,8,1984,70,1,1,26381,-5
0,1003,2,1,1982,21,1,4,29276,-4
0,1004,1,9,1984,55,1,4,41822,-4
0,1005,1,10,1982,10,1,4,47386,-4
0,1006,1,11,1984,1,1,4,18999,-4
0,1007,1,7,1983,45,1,4,20759,-5
0,1008,2,5,1980,-4,1,4,34578,-4
0,1009,1,5,1982,95,1,4,82177,-4
0,1010,2,11,1983,2,1,4,-4,-4
0,1011,1,8,1981,-4,1,4,99067,-4
0,1012,1,8,1983,86,1,4,90817,-4
0,1013,1,4,1983,92,1,1,68139,-4
0,1014,1,7,1982,87,1,4,29819,-1
0,1015,1,8,1983,91,1,4,69021,-5
0,1016,1,1,1980,-4,1,4,52996,-5
0,1017,2,3,1984,5,1,4,17283,-5
2,1018,1,11,1982,92,1,4,73083,-4
0,1019,1,5,1983,91,1,4,89397,-4
0,1020,1,11,1981,32,1,4,14470,-4
0,1021,2,10,1984,97,1,4,87740,-4
0,1022,2,12,1981,61,1,4,66015,-4
0,1023,2,12,1983,87,1,2,63809,-5
0,1024,2,4,1981,-4,1,4,95928,-4
5,1025,1,3,1981,47,1,4,75378,-4
0,1026,1,11,1980,-4,1,4,73778,-4
1,1027,1,8,1981,-4,1,4,7278,-4
0,1028,1,8,1983,90,1,4,79287,-5
0,1029,2,4,1982,37,1,4,59518,-4
0,1030,1,11,1981,-4,1,4,69783,-4
0,1031,1,3,1982,3,1,1,43999,-4
0,1032,1,8,1982,1,1,1,16840,-4
0,1033,2,10,1983,1,1,1,-4,-4
11,1034,1,6,1982,37,1,1,10319,-5
0,1035,2,10,1981,-4,1,1,-5,-4
3,1036,1,3,1984,2,1,1,-4,-5
3,1037,1,9,1982,5,1,1,835,-4
12,1038,1,1,1984,0,1,1,-4,-4
0,1039,2,6,1984,23,1,1,12321,1
0,1040,2,12,1981,-4,1,1,17119,-5
6,1041,1,3,1981,0,1,1,0,-4
0,1042,2,9,1982,13,1,1,16713,-4
0,1043,2,8,1980,-4,1,1,-4,-5
4,1044,1,7,1983,5,1,1,6128,-4
0,1045,2,8,1980,-4,1,1,-4,1
0,1046,1,6,1983,18,1,1,10082,-4
2,1047,2,6,1980,-4,1,1,2770,-4
0,1048,2,4,1983,53,1,1,-4,-4
1,1049,1,8,1983,7,1,2,13881,-4
0,1050,2,1,1981,-4,1,1,139,-5
10,1051,1,3,1982,1,1,1,639,-5
7,1052,2,8,1983,3,1,1,-5,-5
0,1053,1,12,1981,79,1,1,44032,-4
1,1054,2,1,1983,14,1,1,4842,-4
0,1055,2,11,1982,23,1,1,-4,-4
0,1056,2,1,1980,-4,1,1,26913,-4
0,1057,2,6,1981,1,1,1,7205,-4
7,1058,1,3,1982,13,1,1,-4,-5
0,1059,1,11,1984,-3,1,1,-4,4
0,1060,2,3,1984,77,1,1,46480,-4
0,1061,2,9,1983,2,1,1,30329,-4
0,1062,1,2,1981,0,1,1,13270,-4
4,1063,1,12,1982,42,1,1,44967,-4
0,1064,2,1,1981,-4,1,1,-5,-5
0,1065,1,8,1980,-4,1,1,18481,-1
1,1066,2,2,1984,95,1,1,57487,-4
6,1067,2,5,1983,63,1,2,34815,-4
2,1068,1,8,1984,7,1,2,26063,-4
0,1069,1,11,1982,86,1,4,-5,-5
0,1070,2,10,1981,-4,1,1,48016,-5
0,1071,1,6,1984,81,1,2,74768,-4
2,1072,1,9,1980,-4,1,1,-4,-5
0,1073,2,3,1981,-4,1,4,96849,-5
0,1074,1,1,1983,91,1,4,89970,-4
0,1075,2,4,1983,45,1,1,70261,-5
0,1076,2,1,1982,84,1,4,-4,-5
0,1077,2,11,1983,88,1,4,-4,-4
0,1078,1,9,1983,63,1,4,25218,-4
0,1079,1,11,1980,-4,1,4,-4,-5
0,1080,2,7,1983,95,1,4,-4,-5
0,1081,1,11,1983,97,1,4,95237,-4
0,1082,2,12,1982,95,1,4,96117,-4
0,1083,2,2,1980,-4,1,4,75922,-4
0,1084,2,6,1982,45,1,4,63819,-5
0,1085,1,11,1980,-4,1,4,23518,-4
0,1086,1,7,1983,98,1,4,96974,-4
0,1087,2,1,1981,-4,1,2,93441,-4
0,1088,2,5,1984,77,1,4,66643,-5
0,1089,1,11,1980,-4,1,4,91722,-5
1,1090,1,11,1982,95,1,4,84379,-5
0,1091,2,10,1980,-4,1,4,-4,-4
1,1092,2,12,1982,73,1,4,-4,-4
0,1093,1,5,1982,21,1,2,27648,-4
0,1094,1,7,1980,-4,1,1,44847,-4
0,1095,1,1,1982,-4,1,1,51129,-4
0,1096,2,9,1984,1,1,1,-4,-4
1,1097,1,9,1980,-4,1,1,15719,-4
0,1098,2,1,1983,75,1,1,24971,3
4,1099,2,2,1980,-4,1,1,41681,-4
1,1100,2,2,1982,12,1,1,42960,-4
1,1101,2,6,1982,1,1,1,8325,-5
0,1102,2,2,1984,1,1,1,7270,-4
0,1103,2,10,1984,39,1,2,14495,-4
1,1104,2,11,1981,32,1,4,21080,-4
0,1105,2,9,1983,88,1,4,39864,-4
8,1106,1,8,1980,-4,1,4,-4,-4
1,1107,2,11,1982,9,1,4,-4,-4
1,1108,1,8,1983,91,1,3,29364,-4
0,1109,2,8,1984,95,1,4,61161,-1
0,1110,1,3,1981,-4,1,4,-5,-4
3,1111,1,11,1984,95,1,4,-5,-4
0,1112,1,10,1981,84,1,4,-4,-4
0,1113,1,3,1981,-4,1,4,98827,-4
0,1114,2,1,1983,68,1,2,34749,-5
1,1115,1,9,1982,75,1,4,70938,-5
0,1116,2,7,1983,95,1,4,86260,-4
8,1117,1,12,1984,58,1,4,47520,-4
1,1118,2,2,1980,-4,1,4,91258,-4
0,1119,2,12,1983,70,1,2,76267,-4
0,1120,2,7,1980,-4,1,4,99132,-5
0,1121,2,7,1984,30,1,4,-4,-5
0,1122,1,7,1980,-4,1,4,95644,-5
0,1123,2,11,1984,63,1,4,70116,-5
1,1124,1,9,1982,10,1,2,20702,-4
0,1125,1,5,1983,1,1,1,-4,-4
0,1126,1,7,1980,-4,1,1,75659,-4
1,1127,2,8,1982,5,1,1,-4,-5
0,1128,2,11,1984,30,1,1,42916,-4
2,1129,1,5,1983,97,1,4,94837,-4
0,1130,1,10,1984,82,1,4,77228,-5
1,1131,1,5,1983,13,1,4,24545,-4
0,1132,2,2,1981,-4,1,4,5580,-4
0,1133,2,12,1982,75,1,4,67804,-5
0,1134,2,12,1984,87,1,4,75646,-4
1,1135,1,3,1984,95,1,4,80559,-4
1,1136,1,6,1981,-4,1,4,-5,-5
0,1137,1,2,1981,-4,1,4,-5,-5
0,1138,2,6,1981,-4,1,4,50223,-4
0,1139,2,3,1983,68,1,4,-5,-5
0,1140,1,3,1984,97,1,4,99294,-5
0,1141,1,3,1983,9,1,4,-4,-5
6,1142,1,7,1980,-4,1,4,55647,1
1,1143,2,6,1982,86,1,4,84773,-5
1,1144,2,7,1983,84,1,4,56860,-4
0,1145,2,10,1982,95,1,4,88647,-4
0,1146,2,11,1984,39,1,4,73490,-4
0,1147,1,2,1980,-4,1,4,-4,-4
0,1148,2,3,1981,77,1,4,-4,-4
0,1149,2,8,1983,97,1,4,-4,-4
0,1150,1,10,1984,87,1,4,64591,-4
0,1151,2,11,1984,93,1,4,63074,-4
0,1152,2,10,1980,-4,1,2,35676,-4
0,1153,2,1,1983,18,1,2,12720,-4
0,1154,2,8,1983,-3,1,4,61185,-4
2,1155,1,11,1982,30,1,4,51844,-4
0,1156,2,1,1984,34,1,4,20373,-4
0,1157,1,5,1980,-4,1,2,44559,-4
0,1158,1,7,1981,-4,1,4,-4,-4
0,1159,1,12,1982,-3,1,4,-4,-4
0,1160,2,10,1982,93,1,4,-4,-4
0,1161,1,7,1981,-4,1,4,26462,-4
0,1162,1,8,1980,-4,1,4,85744,-5
0,1163,1,8,1983,96,1,4,85523,-4
1,1164,1,10,1982,84,1,4,86187,-4
0,1165,2,10,1983,66,1,4,68159,-4
4,1166,2,1,1980,-4,1,4,-4,-4
1,1167,1,1,1980,-4,1,4,77174,-4
2,1168,1,6,1981,-4,1,4,28548,-5
1,1169,2,11,1983,66,1,4,19887,-4
0,1170,1,2,1981,-4,1,4,97589,-5
0,1171,1,2,1984,90,1,4,83906,-4
0,1172,1,2,1981,47,1,4,-4,1
1,1173,2,5,1983,88,1,4,-4,-4
0,1174,1,3,1983,63,1,4,-4,-5
0,1175,2,1,1982,30,1,4,76363,-4
0,1176,1,2,1984,34,1,4,11057,-1
0,1177,2,7,1982,10,1,4,-4,-4
0,1178,1,7,1982,96,1,4,96986,-4
0,1179,1,8,1982,18,1,4,59301,-5
